Column,dipl,HS_corr,HS_persname,HS_persname_check,HS_comment,HS_link,dipl_ctx_lr15,pb_n,doc,persname,dipl-ids
50,geſicht,Fehler in dipl & persname,Alexander Neckam,false,"Alexander Neckam (1157-1217)
""De laudibus divinae sapientiae"" (1211),
S. 475 -> Passage zu Fenchel und Schlangen",https://archive.org/details/alexandrineckamd00neck/page/474/mode/2up,¶ Des krauts ſafft iſt gůt für etlich vinſternus in den augen vnd beſſert das geſicht ⸗ Allexander ſpricht / wenn die ſchlangen nach den winter auſz den hoͤlen geen ⸗,NaN,BuchDerNatur-Canamellis_1482_vonMegenberg,Alexander,"['RIDGES_Herbology_Version9.0/BuchDerNatur-Canamellis_1482_vonMegenberg#sSpan30734', 'RIDGES_Herbology_Version9.0/BuchDerNatur-Canamellis_1482_vonMegenberg#sTok30735_virtualSpan']"
51,H.,,Alexander von Humboldt,true,empty,empty,"Hook. fil. in mehreren Abarten ( Fig. 131 A ) . Sect. II . Chrysactinium H. B. K. ( Wedd. als Gatt. ) Kräuter mit wurzelständigen B. und blattlosen , schaftförmigen",285,NatürlichePflanzenfamilien_1887_Engler,Alexander_von_Humboldt,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23609', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23610_virtualSpan']"
52,H.,,Alexander von Humboldt,true,empty,empty,"verbreitet , 2 in den Anden von Perus und Quito . Sect. IV . Andromachia H. B. ( als Gatt. ) Beblätterte und verzweigte Kräuter oder Sträucher . Fr. kahl ,",285,NatürlichePflanzenfamilien_1887_Engler,Alexander_von_Humboldt,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23616', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23617_virtualSpan']"
53,alexanð,persname anpassen,Alexander Neckam,false,"falsche Zuordnung - Verweis im Kontext findet sich in 'De naturis rerum', Cap. LXV.",https://archive.org/details/alexandrineckamd00neck/page/168/mode/2up,dz es die ſchlangen verjagt võ dẽ menſchẽ der es bey im tregt vñ ſpricht alexanð dz dz kraut wachſz an der ſtat da der vnck geboren werd des waÿſz jch,NaN,BuchDerNatur_1482_vonMegenberg,Alexander_von_Tralleis,"['RIDGES_Herbology_Version9.0/BuchDerNatur_1482_vonMegenberg#sSpan27228', 'RIDGES_Herbology_Version9.0/BuchDerNatur_1482_vonMegenberg#sTok27229_virtualSpan']"
54,Alexander,persname anpassen,Alexander Neckam,false,"falsche Zuordnung - Verweis im Kontext findet sich in 'De naturis rerum', Cap. LXI.",https://archive.org/details/alexandrineckamd00neck/page/167/mode/2up,man es ſeüdt mit wermůt ſafft ſo iſt es gůt für dẽ haubt ſiechtumb ⸗ Alexander ſpricht wer es nuͤchtern trinckt oð dz kraut nuͤchtern aͤſz das macht die augen ſcharpff,NaN,BuchDerNatur_1482_vonMegenberg,Alexander_von_Tralleis,"['RIDGES_Herbology_Version9.0/BuchDerNatur_1482_vonMegenberg#sSpan27227', 'RIDGES_Herbology_Version9.0/BuchDerNatur_1482_vonMegenberg#sTok27228_virtualSpan']"
55,Martini,,Alexander Wilhelm Martini,true,empty,empty,", grüngelb . Der gleichfalls ſcharfe Extractivſtoff enthält noch Aepfelſäure und pflanzenſaure Salze . Nach Martini enthält die Blume auch ein blaues , flüchtiges Oel . Chevallier und Laſſaigne fanden noch",320,GemeinnuetzigesKraeuterbuch_1874_Siegmund,Alexander_Wilhelm_Martini,"['RIDGES_Herbology_Version9.0/GemeinnuetzigesKraeuterbuch_1874_Siegmund#sSpan27463', 'RIDGES_Herbology_Version9.0/GemeinnuetzigesKraeuterbuch_1874_Siegmund#sTok27464_virtualSpan']"
56,Cass.,,Alexandre Henri Gabriel de Cassini,true,empty,empty,"; S. Russeliana ( Wall. ) DC. im westlichen Ostindien und Siam . 568. Abrotanella Cass. ( Trineuron , Ceratella und Scleroleima Hook. fil. ) Kf. klein , an den Zweigenden",280,NatürlichePflanzenfamilien_1887_Engler,Alexandre_Henri_Gabriel_de_Cassini,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23544', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23545_virtualSpan']"
57,Cass.,,Alexandre Henri Gabriel de Cassini,true,empty,empty,"der äußeren Pappusborsten und ähn- lichen untergeordneten Merkmalen vielfach als besondere Gattungen beschrieben ( Oligactis Cass. , Sinclairia H. A. , Munnozia R. P. , Prionolepis P. E. , Chrysastrum W.",285,NatürlichePflanzenfamilien_1887_Engler,Alexandre_Henri_Gabriel_de_Cassini,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23618', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23619_virtualSpan']"
58,Cass.,,Alexandre Henri Gabriel de Cassini,true,empty,empty,"Juss. ) Kf. ziemlich klein , zwischen den B. sitzend 565. , zuletzt Soliva R. P. ( Solivaea Cass. , Gymnostyles",280,NatürlichePflanzenfamilien_1887_Engler,Alexandre_Henri_Gabriel_de_Cassini,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23528', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23529_virtualSpan']"
59,Cass.,,Alexandre Henri Gabriel de Cassini,true,empty,empty,"Pappusborsten schmutzig weiß . — 4 Arten , 2 in Westindien , darunter L. Brownei Cass. verbreitet , 2 in den Anden von Perus und Quito . Sect. IV . Andromachia",285,NatürlichePflanzenfamilien_1887_Engler,Alexandre_Henri_Gabriel_de_Cassini,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23615', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23616_virtualSpan']"
60,Cass.,,Alexandre Henri Gabriel de Cassini,true,empty,empty,"Über die Bestäubung vergl. S. 113 . Sect. I . Dracunculus Besser ( einschl. Oligosporus Cass. , Picrothamnus Nutt. ) . Kf. heterogam , Scheibenbl. unfruchtbar ; Blbd. nackt ; anemophile",281,NatürlichePflanzenfamilien_1887_Engler,Alexandre_Henri_Gabriel_de_Cassini,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23550', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23551_virtualSpan']"
61,Alhafarauium,persname anpassen,Abu Nasr Muhammad al-Farabi,false,"""Al-Fārābīs Ansichten zur Medizin beruhen auf einer Verteidigung der aristotelischen Lehre gegenüber der Lehre Galens.""",https://de.wikipedia.org/wiki/Al-F%C4%81r%C4%81b%C4%AB#Medizin,"vnd dann von Galeno an biſz auff Auicennam , Serapionem , Meſueum , Auerrhoen . Alhafarauium vnnd andere Arabiſche Artzet / daher der Plunder ſo gar vberhandt genommen / alſo daſz",NaN,NeuwKreuterbuch-VR_1588_Theodorus,al-Farabi,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sSpan40176', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok40177_virtualSpan']"
62,alios,persname anpassen,keine Person,false,"vmtl. kein Personenname - im Original kleingeschrieben, am Ende einer Aufzählung und mit ""&"" abgetrennt",https://digital.ub.uni-duesseldorf.de/vester/content/pageview/1461397,"lib. 2. de Simp. Platinam lib. 3. Ioannem Meſue , Iacobum de Manlijs , & alios . Wermut iſt ein bewert vnd berhümbt Simpex / warmer vñ truckner natur / bey",NaN,Experimenta_1550_Schellenberg,Alios,"['RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sSpan33858', 'RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sTok33859_virtualSpan']"
63,Almanzor,persname anpassen,Abu Mansur ibn Zaila,false,Abu Mansur ibn Zaila war ein Schüler Avicennas und wird im Kontext mit ihm in einer Aufzählung genannt,"http://dx.doi.org/10.1163/1573-3912_islam_SIM_3422

https://de.wikipedia.org/wiki/Avicenna#Hamadan,_Festungshaft_in_Fardadschan","hochberuͤmpt wor⸗ den / vnd ein ewige Gedaͤchtnuſz deſzwegen bekom̃en haben / als Auicenna , Almanzor , Sabor , Razes , Hali vnd Auicenna , was ſeindt dieſe all geweſen /",NaN,NeuwKreuterbuch-VR_1588_Theodorus,Almanzor,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sSpan40222', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok40223_virtualSpan']"
64,Michx.,,André Michaux,true,empty,empty,"Europa , Nordafrika , Sibirien , China und dem Orient bis Persien . A. canadensis Michx. ( Staude , B. doppelt fiederteilig , Kf. kugelig , Hüllb. breiter hautrandig ) in",282,NatürlichePflanzenfamilien_1887_Engler,André_Michaux,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23554', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23555_virtualSpan']"
65,Dn. Andream Cleyer,,Andreas Cleyer,true,empty,empty,"in Franck⸗ furt , an den Ober⸗Kauffmann und Medicum der Ost⸗Indiſchen Compagnie zu Batavia nova Dn. Andream Cleyer , ſonſten auſz dem Walde⸗ ckiſchen gebuͤrtig , umb zuverlaͤſſige Nachricht , welcher nicht allein",465,ViridariumReformatum_1719_Valentini,Andreas_Cleyer,"['RIDGES_Herbology_Version9.0/ViridariumReformatum_1719_Valentini#sTok3463_virtualSpan', 'RIDGES_Herbology_Version9.0/ViridariumReformatum_1719_Valentini#sTok3464_virtualSpan', 'RIDGES_Herbology_Version9.0/ViridariumReformatum_1719_Valentini#sTok3465_virtualSpan']"
66,Andromachi,persname anpassen,Andromachos der Ältere,false,"""Im antiken Rom soll Andromachos, der Leibarzt des Kaisers Nero, den Theriak mit zahlreichen weiteren Zutaten, u. a. Vipernfleisch, ergänzt und andere Zutaten weggelassen haben. Die aus 64 Bestandteilen zusammengesetzte Arzneimittel-Spezialität wurde Theriaca Andromachi (auch antídotos theriakē, im Lorscher Arzneibuch später auch antidotus theriace) genannt und erfreute sich noch im 17. Jahrhundert) großer Beliebtheit.",https://de.wikipedia.org/wiki/Theriak,allererſt zun zeiten deſz ſprachgelehrten vnnd hochverſtaͤndigen Fuͤrſtens vnd Koͤnigs der Parther Mithridatis vnd Andromachi angefangen / dieſe haben die erſte Compoſition erfun⸗ den von dem Theriack / welche doch,NaN,NeuwKreuterbuch-VR_1588_Theodorus,Andromachus,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sSpan40167', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok40168_virtualSpan']"
67,Anna Roͤmiſchen zů Hungern vnd Behem,persname anpassen,Anna von Böhmen und Ungarn (HRR),false,1503-1547; 1521 Hochzeit mit Ferdinand I.,https://de.wikipedia.org/wiki/Anna_von_B%C3%B6hmen_und_Ungarn,/ Fraw Anna Roͤmiſchen zů Hungern vnd Behem Künigin / Der Ertzhertzogin zů oͤſtereich / Hertzogin zů Burgund / Steyr / aller Crain / durchleuchtigſten chriſten⸗ lichſten hochgebornen Fürſtin vnd Frawen,NaN,NewKreuterbuch-VR_1543_Fuchs,Anna_von_Böhmen_und_Ungarn,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok12_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok13_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok14_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok15_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok16_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok17_virtualSpan']"
68,Roͤmiſch vñ zů Hungern,persname anpassen,Ferdinand I. (HRR),false,1503-1564; 1521 Hochzeit mit Anna von Böhmen und Ungarn,https://de.wikipedia.org/wiki/Ferdinand_I._(HRR),den vnnd diſputieren . Gleicher weiſz vnnd geſtalt thůt auch yetzund der aller durchleutigeſt hochgeborn Roͤmiſch vñ zů Hungern Koͤnig etc. ewer Koͤnigli chen Maieſtat gemahel / mein aller gnedigſter Herr / der ſich,NaN,NewKreuterbuch-VR_1543_Fuchs,Anna_von_Böhmen_und_Ungarn,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok1450_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok1451_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok1452_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok1453_virtualSpan']"
69,Antinomachus,persname anpassen,Andromachos der Ältere,false,"""ein aus Kreta stammender griechischer Arzt des 1. Jahrhunderts n. Chr. Laut Galenos hatte er unter dem römischen Kaiser Nero die Stellung eines Archiaters, das heißt des Leibarztes (Ἀνδρόμαχος ὁ Νέρωνος ἀρχιατρὸς)""

""Andromachos widmet sich in dem Gedicht vor allem der Beschreibung der einzelnen Zutaten, sein Interesse ist darauf gerichtet, eine tatsächlich nachvollziehbare und umsetzbare Gebrauchsanleitung zu bieten.""","https://de.wikipedia.org/wiki/Andromachos_der_%C3%84ltere

https://de.wikisource.org/wiki/RE:Antimachos_26a","/ Chryſippus , Dieuches vnd Cato das Koͤlkraut / Zeno ein Stoicus die Cappern / Antinomachus den Staudenklee Cyti- ſum , Morchio den Rettich / Vergilius das Ebenholtz / Eraſiſtratus den",NaN,NeuwKreuterbuch-VR_1588_Theodorus,Antimachos_von_Kolophon,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sSpan40192', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok40193_virtualSpan']"
70,GOÜAN.,,Antoine Gouan,true,empty,empty,"CENCHRVS panicula ſpicata , glumis muricatis ſetis ciliaribus . LINN. ſp. pl. p. 1487 . GOÜAN. h. monſp. 514 . Cenchrus panicula ſpicata . GUETT. obſerv. I. p. 188 . DALIB.",45,BeschreibungDerGraeser-c37-48_1769_Schrebers,Antoine_Gouan,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31845', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31846_virtualSpan']"
71,Juss.,,Antoine Laurent de Jussieu,true,empty,empty,"bis zum südlichen Brasilien und ( vielleicht eingeschleppt ) in Kalifornien . S. nasturtiifolia ( Juss. ) DC. in Argen- tinien und Uruguay , in Madeira und Portugal eingebürgert ( Hippia",280,NatürlichePflanzenfamilien_1887_Engler,Antoine_Laurent_de_Jussieu,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23532', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23533_virtualSpan']"
72,Juss.,,Antoine Laurent de Jussieu,true,empty,empty,"Juss. ) Kf. ziemlich klein , zwischen den B. sitzend 565. , zuletzt ziemlich kugelig ; Soliva R. P. ( Solivaea Cass. , Gymnostyles",280,NatürlichePflanzenfamilien_1887_Engler,Antoine_Laurent_de_Jussieu,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23529', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23530_virtualSpan']"
73,Juss.,,Antoine Laurent de Jussieu,true,empty,empty,"von Südamerika . Sect. . III . Starkea DC. ( Willd. als Gatt. , Starckia Juss. ) Kräuter mit am Grunde des Stengels zusammengedrängten B. und schaftförmigen , ziemlich blattlosen ,",285,NatürlichePflanzenfamilien_1887_Engler,Antoine_Laurent_de_Jussieu,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23614', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23615_virtualSpan']"
74,Reh⸗ man,,Anton Rehmann,true,empty,empty,"Pflanze ſchon längſt als ein kräftiges Mittel gegen die Waſſerſucht angewendet worden ; 1825 machte Reh⸗ man die Aerzte auf ihre Heilkräfte aufmerkſam und ſie kommt ſeither im Handel vor , freilich",323,GemeinnuetzigesKraeuterbuch_1874_Siegmund,Anton_Rehmann,"['RIDGES_Herbology_Version9.0/GemeinnuetzigesKraeuterbuch_1874_Siegmund#sTok3302_virtualSpan', 'RIDGES_Herbology_Version9.0/GemeinnuetzigesKraeuterbuch_1874_Siegmund#sTok3303_virtualSpan']"
75,Antonius Muſa Braſauolus,,Antonio Musa Brassavola,true,empty,empty,"vor das Parthenium der Alten gehal⸗ ten worden / wiewol doch die hochberůhmbten Maͤn̄er / Antonius Muſa Braſauolus , Leonardus Fuchſius , Gui- lielmus Rondeletius vnd andere mehr gelehrte Maͤn̄⸗ ner das recht",38,NeuwKreuterbuch_1588_Theodorus,Antonio_Musa_Brassavola,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok2352_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok2353_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok2354_virtualSpan']"
76,Anthonius Muſa,,Antonius Musa,true,empty,empty,/ nur ein eintziges Kraut vor ſich genommen vnd daſſelbe beſchrieben / als nemlich der Anthonius Muſa der ein beſonder Buͤchlein von der edlen Betonica geſchrieben hat / vnd ein anderer vnge⸗,NaN,NeuwKreuterbuch-VR_1588_Theodorus,Antonius_Musa,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok2348_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok2349_virtualSpan']"
77,Apuleio,persname anpassen,Pseudo-Apuleius,false,Tippfehler in persname,https://www.mmbm.ch/platonicus.html,zů letſt roſen überkom̃et / vnd nach vernunfft nicht nach ſeiner begird vrteilet / wie Apuleio beſchehen was . Vnnd bitte jne / welle yetzt verſtan / das ich dẽ frünt,NaN,WieSichMeniglich-VR_1557_vonBodenstein,Apileius,"['RIDGES_Herbology_Version9.0/WieSichMeniglich-VR_1557_vonBodenstein#sSpan4314', 'RIDGES_Herbology_Version9.0/WieSichMeniglich-VR_1557_vonBodenstein#sTok4315_virtualSpan']"
78,Appolonius,persname anpassen,Apollonius (?),false,keine eindeutige Zuordnung gelungen,empty,vnd braͤcht vil ſchadẽ . ¶ Diſz kraut das haiſt auch nach ainem maiſter genant Appolonius . vñ diſer maiſter gab auch diſz kraut dem groſſen mai⸗ ſter Plato ſich domit,NaN,GartDerGesundheit-c23-33_1487_Cuba,Apollonius,"['RIDGES_Herbology_Version9.0/GartDerGesundheit-c23-33_1487_Cuba#sSpan24258', 'RIDGES_Herbology_Version9.0/GartDerGesundheit-c23-33_1487_Cuba#sTok24259_virtualSpan']"
79,Apuleio,persname anpassen,Pseudo-Apuleius,false,"""Der Herbarius von Apuleius Platonicus wurde etwa 1481 als Inkunabel gedruckt.""",https://www.mmbm.ch/platonicus.html,"/ deſzgleichen Rapium , von Apuleio Sirium , von Pythagora Pexaſis , von Dioſcoride vnnd Apuleio Va- lentina vnd Valentia , vmb ſeiner fůrtrefflichen Krafft und Tugendt willen . Marcellus Empyricus",37,NeuwKreuterbuch_1588_Theodorus,Apuleius,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sSpan58578', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok58579_virtualSpan']"
80,der alt Artzet vnd Philoſophus Plato- nicus Apuleius Madaurenſis,persname anpassen,Pseudo-Apuleius,false,"""Der Herbarius von Apuleius Platonicus wurde etwa 1481 als Inkunabel gedruckt.""",https://www.mmbm.ch/platonicus.html,"/ gedenckt Dioſcorides , die wir dan̄ auch beſchrieben haben . Die⸗ ſen zweyen thut der alt Artzet vnd Philoſophus Plato- nicus Apuleius Madaurenſis noch hinzu das dritt Ge⸗ ſchlecht / welches auch in etlichen Exemplaren Dioſco- ridis gefunden",36,NeuwKreuterbuch_1588_Theodorus,Apuleius,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok642_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok643_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok644_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok645_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok646_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok647_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok648_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok649_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok650_virtualSpan']"
81,Apul,persname anpassen,Pseudo-Apuleius,false,"""Der Herbarius von Apuleius Platonicus wurde etwa 1481 als Inkunabel gedruckt.""",https://www.mmbm.ch/platonicus.html,/ im mund gehaltẽ ſtillet deſz zanwee / vnnd machet feſt der zaͤn bilder . Apul Wilt geſchwulſt / ſchmer⸗ tzen vñ das rinnen der augen ſtil⸗ len / Nim ſaffrã,xxxij,WieSichMeniglich_1557_vonBodenstein,Apuleius,"['RIDGES_Herbology_Version9.0/WieSichMeniglich_1557_vonBodenstein#sSpan34106', 'RIDGES_Herbology_Version9.0/WieSichMeniglich_1557_vonBodenstein#sTok34107_virtualSpan']"
82,Apuleio,persname anpassen,Pseudo-Apuleius,false,"""Der Herbarius von Apuleius Platonicus wurde etwa 1481 als Inkunabel gedruckt.""",https://www.mmbm.ch/platonicus.html,/ welches wir in ſeinem werdt beruhen laſſen / vnnd woͤllen nicht deſto weniger mit Apuleio das dritt Geſchlecht mit den zaͤrten vnd kleinen Blettern vmb ſeiner fuͤrtreffenlichen tugendt und kraͤfft,36,NeuwKreuterbuch_1588_Theodorus,Apuleius,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sSpan58566', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok58567_virtualSpan']"
83,Apul.,persname anpassen,Pseudo-Apuleius,false,"""Der Herbarius von Apuleius Platonicus wurde etwa 1481 als Inkunabel gedruckt.""",https://www.mmbm.ch/platonicus.html,/ zer⸗ theilet die weiſſe faͤl vnd tünckle / macht ſy heiter vnd klar . Apul. Safft anagallidis mit honig ver miſchet / vnd dem menſchen ſo am hinfallenden ſiechtage,xli,WieSichMeniglich_1557_vonBodenstein,Apuleius,"['RIDGES_Herbology_Version9.0/WieSichMeniglich_1557_vonBodenstein#sSpan34127', 'RIDGES_Herbology_Version9.0/WieSichMeniglich_1557_vonBodenstein#sTok34128_virtualSpan']"
84,Apuleium,persname anpassen,Pseudo-Apuleius,false,"""Der Herbarius von Apuleius Platonicus wurde etwa 1481 als Inkunabel gedruckt.""",https://www.mmbm.ch/platonicus.html,"24. Hippocratem , Galenum , Paulum Aeginetam , Plinium lib. 27. cap. 7. & 8. Apuleium cap. 101. Oribaſium lib. 2. de Simp. Platinam lib. 3. Ioannem Meſue , Iacobum de",NaN,Experimenta_1550_Schellenberg,Apuleius,"['RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sSpan33853', 'RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sTok33854_virtualSpan']"
85,Apuleio Platonico,persname anpassen,Pseudo-Apuleius,false,"""Der Herbarius von Apuleius Platonicus wurde etwa 1481 als Inkunabel gedruckt.""",https://www.mmbm.ch/platonicus.html,alſo ſtehen biſz zů gelegener zeyt . Vnd demnach ich on alle ge⸗ ſchicht bey Apuleio Platonico ge ſehen / das er etlichen ſternẽ / kreü⸗ ter zůgezellet ( vilicht als bald,NaN,WieSichMeniglich_1557_vonBodenstein,Apuleius,"['RIDGES_Herbology_Version9.0/WieSichMeniglich_1557_vonBodenstein#sTok166_virtualSpan', 'RIDGES_Herbology_Version9.0/WieSichMeniglich_1557_vonBodenstein#sTok167_virtualSpan']"
